street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
BEARD,ELIZABETH,NA,47,97,48,98,96,96,672,G00000668,ELIZABETH
COOPER,COOPER,NA,53,99,54,100,179,179,673,G00000669,COOPER
VERONA,EWEN,NA,59,103,58,102,98,99,674,G00000670,EWEN
DE KALB AVE,DE KALB AVE,NA,369,385,364,378,50,53,675,G00000671,DE KALB AVE
5 AVE,5 AVE,NA,535,555,534,550,229,229,677,G00000673,5 AVE
BROADWAY,BROADWAY,NA,1349,1351,1218,1222,179,250,682,G00000678,BROADWAY
84,84,NA,NA,NA,NA,NA,NA,NA,683,G00000679,84
VERONICA PL,VERONICA PL,NA,NA,NA,NA,NA,NA,NA,684,G00000680,VERONICA PL
WASHINGTON AVE,WASHINGTON AVE,NA,799,807,812,834,75,71,688,G00000684,WASHINGTON AVE
JOHNSON,JOHNSON,NA,65,83,60,80,24,23,689,G00000685,JOHNSON
E NEW YORK AVE,E NEW YORK AVE,NA,NA,NA,NA,NA,242,NA,691,G00000687,E NEW YORK AVE
CONGRESS,CONGRESS,NA,185,231,198,250,36,37,692,G00000688,CONGRESS
JOHNSON AVE,JOHNSON AVE,NA,175,207,164,196,147,147,693,G00000689,JOHNSON AVE
LORIMER,LORIMER,NA,611,645,624,658,168,168,697,G00000693,LORIMER
LORRAINE,LEONARD,NA,229,253,230,254,101,101,698,G00000694,LEONARD
LEWIS AVE,LEWIS AVE,NA,333,351,338,352,244,244,701,G00000697,LEWIS AVE
CT,CT,NA,NA,NA,140,142,20,35,703,G00000699,CT
BAINBRIDGE,BAINBRIDGE,NA,213,275,204,280,246,247,704,G00000700,BAINBRIDGE
DOOLEY,DOOLEY,NA,NA,NA,NA,NA,NA,NA,705,G00000701,DOOLEY
LEWIS AVE,LEWIS AVE,NA,373,391,374,392,245,245,707,G00000703,LEWIS AVE
PACIFIC,PACIFIC,NA,1363,1431,1316,1390,239,239,712,G00000707,PACIFIC
KINGLAND AVE,KINGLAND AVE,NA,117,125,116,124,171,171,714,G00000709,KINGLAND AVE
SARATOGA AVE,SARATOGA AVE,NA,365,389,360,386,242,242,716,G00000711,SARATOGA AVE
THROOP AVE,THROOP AVE,NA,415,433,442,460,235,235,717,G00000712,THROOP AVE
IMLAY,IMLAY,NA,87,129,116,162,99,99,719,G00000714,IMLAY
PRESIDENT,PRESIDENT,NA,465,519,466,518,79,86,721,G00000716,PRESIDENT
CARLTON AVE,CARLTON AVE,NA,577,601,562,588,71,70,722,G00000717,CARLTON AVE
81,81,NA,NA,NA,NA,NA,NA,NA,725,G00000720,81
DIVISION AVE,DIVISION AVE,NA,303,325,270,282,185,185,728,G00000723,DIVISION AVE
DRIGGS AVE,DRIGGS AVE,NA,216,235,222,240,124,119,730,G00000725,DRIGGS AVE
CRESCENT TER,CRESCENT TER,NA,405,427,404,426,NA,NA,734,G00000729,CRESCENT TER
HICKS,HICKS,NA,825,843,810,830,101,101,735,G00000730,HICKS
W PLZ,W PLZ,NA,NA,NA,NA,NA,224,224,739,G00000734,W PLZ
FULTON,FULTON,NA,242,256,241,255,NA,NA,740,G00000735,FULTON
BROADWAY,BROADWAY,NA,961,995,872,894,177,207,741,G00000736,BROADWAY
HANSON PL,HANSON PL,NA,23,41,24,40,93,94,744,G00000739,HANSON PL
FRANKLIN AVE,FRANKLIN AVE,NA,255,303,252,296,52,52,746,G00000741,FRANKLIN AVE
LIBERTY AVE,LIBERTY AVE,NA,276,284,279,293,NA,NA,748,G00000743,LIBERTY AVE
JEWELL,JEWELL,NA,79,129,54,106,160,160,750,G00000745,JEWELL
AVE T,AVE T,NA,NA,NA,NA,NA,NA,NA,751,G00000746,AVE T
NASSAU AVE,NASSAU AVE,NA,239,253,230,244,162,169,752,G00000747,NASSAU AVE
NEW YORK AVE,NEW YORK AVE,NA,123,147,122,150,239,239,756,G00000751,NEW YORK AVE
EVERITT,COLUMBIA HTS,COLUMBIA HEIGHTS,1,15,2,16,1,1,758,G00000753,COLUMBIA HTS
LEE AVE,LEE AVE,NA,81,101,80,98,186,186,762,G00000757,LEE AVE
MONTROSE AVE,MONTROSE AVE,NA,229,253,230,254,146,148,764,G00000759,MONTROSE AVE
BERRIMAN,BERRIMAN,NA,279,331,280,332,NA,NA,766,G00000761,BERRIMAN
WILSON AVE,HAMBURG AVE,NA,317,335,302,320,180,180,767,G00000762,HAMBURG AVE
EVERGREEN AVE,EVERGREEN AVE,NA,1,17,2,18,174,174,771,G00000766,EVERGREEN AVE
DEAN,DEAN,NA,797,881,802,874,73,73,772,G00000767,DEAN
THOMAS,THOMAS,NA,1,37,2,42,171,171,777,G00000772,THOMAS
6 AVE,6 AVE,NA,307,325,298,316,225,225,778,G00000773,6 AVE
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,NA,NA,NA,NA,784,G00000779,ATLANTIC AVE
BROADWAY,BROADWAY,NA,189,211,NA,NA,112,112,785,G00000780,BROADWAY
NORMAN,NORMAN,NA,91,105,88,102,161,162,788,G00000783,NORMAN
HALLECK AVE,HALLECK AVE,NA,1,43,2,38,101,101,789,G00000784,HALLECK AVE
E 95,E 95,NA,NA,NA,NA,NA,NA,NA,792,G00000787,E 95
GRANT AVE,GRANT AVE,NA,NA,NA,NA,NA,NA,NA,793,G00000788,GRANT AVE
SAINT JOHNS PL,DOUGLASS,NA,617,677,640,686,75,75,794,G00000789,DOUGLASS
SKILLMAN,SKILLMAN,NA,177,245,182,244,52,52,795,G00000790,SKILLMAN
WALWORTH,WALWORTH,NA,133,177,136,182,212,212,796,G00000791,WALWORTH
22,22,NA,177,237,176,236,64,64,797,G00000792,22
DEAN,DEAN,NA,1031,1093,1032,1092,240,240,801,G00000796,DEAN
AVE I,AVE I,NA,NA,NA,NA,NA,NA,NA,803,G00000798,AVE I
WILSON AVE,HAMBURG AVE,NA,369,387,354,372,180,180,804,G00000799,HAMBURG AVE
NEWELL,NEWELL,NA,1,69,2,72,169,169,806,G00000801,NEWELL
CLEVELAND,JEFFERSON,NA,83,95,84,96,NA,NA,808,G00000803,JEFFERSON
ATLANTIC AVE,ATLANTIC AVE,NA,783,803,NA,NA,204,NA,810,G00000805,ATLANTIC AVE
BLEECKER,BLEECKER,NA,365,409,366,410,180,180,811,G00000806,BLEECKER
24 AVE,24 AVE,NA,NA,NA,NA,NA,NA,NA,812,G00000807,24 AVE
HANCOCK,HANCOCK,NA,307,377,304,370,236,236,813,G00000808,HANCOCK
SNYDER AVE,SNYDER AVE,NA,NA,NA,NA,NA,NA,NA,817,G00000812,SNYDER AVE
AINSLIE,AINSLIE,NA,135,169,144,176,132,130,819,G00000814,AINSLIE
HUMBOLDT,HUMBOLDT,NA,685,687,736,750,162,162,821,G00000816,HUMBOLDT
KENT AVE,1,NA,389,403,396,410,120,120,824,G00000819,1
56,56,NA,NA,NA,NA,NA,NA,NA,825,G00000820,56
GRAHAM AVE,GRAHAM AVE,NA,195,209,202,216,143,145,828,G00000823,GRAHAM AVE
HOWARD AVE,HOWARD AVE,NA,121,139,118,136,250,250,830,G00000825,HOWARD AVE
FULTON,FULTON,NA,306,320,305,319,NA,NA,834,G00000829,FULTON
UNION AVE,UNION AVE,NA,305,315,318,328,126,135,836,G00000831,UNION AVE
RAPELYE,RAPELYE,NA,51,91,58,90,45,45,840,G00000834,RAPELYE
JEROME,JEROME,NA,208,226,209,227,NA,NA,846,G00000840,JEROME
ECKFORD,ECKFORD,NA,45,87,44,86,170,170,848,G00000842,ECKFORD
4 AVE,4 AVE,NA,421,435,432,446,225,225,849,G00000843,4 AVE
HAMILTON AVE,HAMILTON AVE,NA,129,129,NA,NA,45,99,852,G00000846,HAMILTON AVE
JACKSON,JACKSON,NA,85,119,87,122,133,134,853,G00000847,JACKSON
6 AVE,6 AVE,NA,NA,NA,NA,NA,68,68,854,G00000848,6 AVE
HIGHLAND BLVD,HIGHLAND BLVD,NA,NA,NA,196,254,NA,NA,857,G00000851,HIGHLAND BLVD
LIVINGSTON,LIVINGSTON,NA,153,169,156,176,14,14,860,G00000854,LIVINGSTON
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,223,241,216,236,177,177,863,G00000857,KNICKERBOCKER AVE
MARCY AVE,MARCY AVE,NA,467,475,458,474,210,210,867,G00000861,MARCY AVE
GARDNER AVE,GARDNER AVE,NA,527,541,530,544,171,171,869,G00000863,GARDNER AVE
MOFFAT,MOFFAT,NA,233,295,234,294,179,179,871,G00000865,MOFFAT
NEWTON,NEWTON,NA,103,137,104,142,170,170,872,G00000866,NEWTON
BENSON AVE,BENSON AVE,NA,NA,NA,NA,NA,NA,NA,875,G00000869,BENSON AVE
CARLTON AVE,CARLTON AVE,NA,59,149,66,148,194,193,877,G00000871,CARLTON AVE
KINGSTON AVE,HUDSON AVE,NA,411,435,404,428,241,241,878,G00000872,HUDSON AVE
WHITE,WHITE,NA,83,85,98,100,174,174,879,G00000873,WHITE
EVERGREEN AVE,EVERGREEN AVE,NA,185,195,222,240,177,177,884,G00000878,EVERGREEN AVE
12,12,NA,283,345,284,342,227,228,886,G00000880,12
DEVOE,DEVOE,NA,121,155,130,166,132,132,887,G00000881,DEVOE
LINCOLN PL,DEGRAW,NA,953,1043,962,1048,75,75,888,G00000882,DEGRAW
BERGEN,BERGEN,NA,1595,1663,1586,1658,242,242,891,G00000885,BERGEN
GRATTAN,GRATTAN,NA,NA,NA,200,210,174,175,892,G00000886,GRATTAN
WILSON AVE,HAMBURG AVE,NA,129,145,132,146,178,178,893,G00000887,HAMBURG AVE
STANHOPE,STANHOPE,NA,215,279,212,274,177,180,895,G00000889,STANHOPE
DEAN,DEAN,NA,39,77,36,74,20,20,900,G00000894,DEAN
56,56,NA,91,149,92,150,68,68,901,G00000895,56
TROUTMAN,TROUTMAN,NA,269,331,270,334,175,178,905,G00000899,TROUTMAN
ARLINGTON AVE,DIVISION AVE,NA,151,167,152,168,NA,NA,906,G00000900,DIVISION AVE
PARK AVE,PARK AVE,NA,173,193,166,184,195,195,907,G00000901,PARK AVE
E NEW YORK AVE,E NEW YORK AVE,NA,NA,NA,NA,NA,242,NA,909,G00000903,E NEW YORK AVE
OAKLAND,OAKLAND,NA,113,163,114,164,161,161,913,G00000907,OAKLAND
WALLABOUT,WALLABOUT,NA,325,341,410,431,182,181,917,G00000911,WALLABOUT
FORT HAMILTN PKWY,FORT HAMILTON AVE,NA,NA,NA,NA,NA,NA,NA,921,G00000915,FORT HAMILTON AVE
ATLANTIC AVE,ATLANTIC AVE,NA,1083,1099,NA,NA,57,NA,922,G00000916,ATLANTIC AVE
52,52,NA,NA,NA,NA,NA,NA,NA,925,G00000919,52
SNYDER AVE,SNYDER AVE,NA,NA,NA,NA,NA,NA,NA,926,G00000920,SNYDER AVE
ATLANTIC AVE,ATLANTIC AVE,NA,456,460,NA,NA,NA,NA,928,G00000922,ATLANTIC AVE
HENDRIX,SMITH,NA,120,158,119,157,NA,NA,931,G00000925,SMITH
PITKIN AVE,BROADWAY,NA,252,266,251,265,NA,NA,932,G00000926,BROADWAY
SPENCER,SPENCER,NA,129,171,132,176,212,212,936,G00000930,SPENCER
CENTRAL AVE,CENTRAL AVE,NA,35,51,36,52,175,175,939,G00000933,CENTRAL AVE
8 AVE,8 AVE,NA,431,451,410,430,230,230,942,G00000936,8 AVE
SACKMAN,SACKMAN,NA,NA,NA,NA,NA,NA,NA,947,G00000941,SACKMAN
8 AVE,8 AVE,NA,515,529,492,512,63,63,948,G00000942,8 AVE
PUTNAM AVE,JACOB,NA,57,113,58,114,179,179,953,G00000946,JACOB
MYRTLE AVE,MYRTLE AVE,NA,1545,1571,1506,1532,180,180,954,G00000947,MYRTLE AVE
LEONARD,LEONARD,NA,559,613,562,614,162,162,957,G00000950,LEONARD
VERONA PL,VERONA PL,NA,1,31,2,30,232,232,958,G00000951,VERONA PL
3 AVE,3 AVE,NA,1,5,2,10,15,15,960,G00000953,3 AVE
S 6,S 6,NA,39,55,40,56,113,113,961,G00000954,S 6
JEFFERSON AVE,VIGELIUS,NA,177,233,178,234,179,179,962,G00000955,VIGELIUS
MANHATTAN AVE,MANHATTAN AVE,NA,289,305,284,312,132,132,965,G00000958,MANHATTAN AVE
KOSCIUSZKO,KOSCIUSKO,NA,169,235,164,230,211,211,968,G00000961,KOSCIUSKO
WILSON AVE,HAMBURG AVE,NA,625,639,610,624,179,179,971,G00000964,HAMBURG AVE
SNYDER AVE,SNYDER AVE,NA,NA,NA,NA,NA,NA,NA,973,G00000966,SNYDER AVE
SAINT JOHNS PL,SAINT JOHNS PL,NA,NA,NA,NA,NA,242,242,978,G00000971,SAINT JOHNS PL
CLIFTON PL,VAN BUREN,NA,47,103,52,116,54,54,979,G00000972,VAN BUREN
MAUJER,MAUJER,NA,205,241,192,226,131,131,980,G00000973,MAUJER
WILLIAMS PL,WILLIAMS PL,NA,NA,NA,NA,NA,250,250,982,G00000975,WILLIAMS PL
UNION,UNION,NA,1059,1129,1022,1090,240,240,990,G00000983,UNION
TOMPKINS AVE,TOMPKINS AVE,NA,459,473,448,466,231,231,995,G00000988,TOMPKINS AVE
5 AVE,5 AVE,NA,NA,NA,783,790,NA,66,999,G00000992,5 AVE
BUSHWICK AVE,BUSHWICK AVE,NA,725,727,702,708,180,180,1001,G00000994,BUSHWICK AVE
MARCY AVE,MARCY AVE,NA,495,509,496,512,211,211,1002,G00000995,MARCY AVE
MEADOW,MEADOW,NA,181,221,184,224,174,174,1003,G00000996,MEADOW
46,46,NA,319,387,320,388,68,68,1004,G00000997,46
CARROLL,CARROLL,NA,753,773,786,804,224,224,1005,G00000998,CARROLL
COOPER,COOPER,NA,151,199,154,210,179,179,1007,G00001000,COOPER
CLIFTON PL,VAN BUREN,NA,1,45,2,50,58,58,1008,G00001001,VAN BUREN
BERGEN,BERGEN,NA,715,745,708,742,72,71,1012,G00001004,BERGEN
BROADWAY,BROADWAY,NA,1581,1599,1436,1456,179,250,1015,G00001007,BROADWAY
E 18,E 18,NA,NA,NA,NA,NA,NA,NA,1019,G00001011,E 18
VERONA,EWEN,NA,123,141,122,138,99,99,1020,G00001012,EWEN
GREENPOINT AVE,GREENPOINT AVE,NA,371,391,372,392,159,160,1023,G00001015,GREENPOINT AVE
BERGEN,BERGEN,NA,1731,1803,1732,1804,242,242,1027,G00001019,BERGEN
ARLINGTON AVE,DIVISION AVE,NA,217,235,218,238,NA,NA,1030,G00001022,DIVISION AVE
9 AVE,9 AVE,NA,NA,NA,NA,NA,NA,NA,1034,G00001026,9 AVE
ELDERT LN,ELDERT LN,NA,427,485,432,484,NA,NA,1035,G00001027,ELDERT LN
AVE C,AVE C,NA,NA,NA,NA,NA,NA,NA,1037,G00001029,AVE C
BEDFORD AVE,BEDFORD AVE,NA,69,85,70,84,187,189,1038,G00001030,BEDFORD AVE
HIGHLAND BLVD,HIGHLAND BLVD,NA,NA,NA,NA,NA,179,179,1042,G00001034,HIGHLAND BLVD
WYCKOFF AVE,WYCKOFF AVE,NA,NA,NA,NA,NA,NA,179,1043,G00001035,WYCKOFF AVE
SAINT JOHNS PL,DOUGLASS,NA,679,767,688,782,75,75,1044,G00001036,DOUGLASS
15 AVE,15 AVE,NA,NA,NA,NA,NA,NA,NA,1046,G00001038,15 AVE
FORT HAMILTN PKWY,FORT HAMILTON AVE,NA,NA,NA,NA,NA,NA,NA,1051,G00001043,FORT HAMILTON AVE
JEROME,JEROME,NA,98,126,99,127,NA,NA,1053,G00001045,JEROME
HENRY,HENRY,NA,7,31,12,30,5,5,1055,G00001047,HENRY
MELROSE,MELROSE,NA,1,55,2,56,175,175,1056,G00001048,MELROSE
OCEAN PKWY,OCEAN PKWY,NA,NA,NA,NA,NA,NA,NA,1057,G00001049,OCEAN PKWY
PROVOST,PROVOST,NA,123,135,142,158,156,156,1060,G00001052,PROVOST
BERGEN,BERGEN,NA,1021,1023,1014,1016,240,240,1061,G00001053,BERGEN
WITHERS,WITHERS,NA,65,99,64,96,135,135,1064,G00001056,WITHERS
ORANGE,ORANGE,NA,23,41,24,42,2,2,1067,G00001059,ORANGE
GROVE,GROVE,NA,329,329,NA,NA,180,180,1068,G00001060,GROVE
DE GRAW,DEGRAW,NA,117,135,122,140,39,40,1070,G00001062,DEGRAW
EVERGREEN AVE,EVERGREEN AVE,NA,505,523,562,580,179,179,1071,G00001063,EVERGREEN AVE
UTICA AVE,UTICA AVE,NA,299,319,300,320,242,242,1077,G00001069,UTICA AVE
WILLOUGHBY AVE,WILLOUGHBY AVE,NA,21,39,22,40,194,199,1079,G00001071,WILLOUGHBY AVE
WEST,WEST,NA,11,25,10,24,168,168,1083,G00001075,WEST
WILLOUGHBY AVE,MYRTLE,NA,1,49,2,50,178,178,1085,G00001077,MYRTLE
RODNEY,RODNEY,NA,231,241,228,240,186,186,1091,G00001083,RODNEY
CROWN,CROWN,NA,421,491,420,492,241,241,1092,G00001084,CROWN
14 AVE,14 AVE,NA,NA,NA,NA,NA,NA,NA,1093,G00001085,14 AVE
SCHERMERHORN,SCHERMERHORN,NA,137,197,134,192,14,14,1094,G00001086,SCHERMERHORN
SAINT MARKS AVE,SAINT MARKS AVE,NA,761,835,780,852,239,239,1095,G00001087,SAINT MARKS AVE
STILLWELL AVE,STILLWELL AVE,NA,NA,NA,NA,NA,NA,NA,1097,G00001089,STILLWELL AVE
PACIFIC,PACIFIC,NA,679,779,662,738,69,69,1103,G00001095,PACIFIC
PRESIDENT,PRESIDENT,NA,1483,1551,1486,1550,241,241,1108,G00001100,PRESIDENT
KENT AVE,1,NA,475,493,480,494,115,115,1109,G00001101,1
MESEROLE AVE,MESEROLE AVE,NA,13,33,14,32,168,168,1110,G00001102,MESEROLE AVE
STOCKHOLM,STOCKHOLM,NA,281,339,282,340,177,177,1111,G00001103,STOCKHOLM
SKILLMAN,SKILLMAN,NA,129,175,130,180,51,51,1112,G00001104,SKILLMAN
HART,ELM,NA,337,377,338,378,177,177,1114,G00001106,ELM
CUMBERLAND,CUMBERLAND,NA,213,275,212,282,200,201,1118,G00001110,CUMBERLAND
LIBERTY AVE,LIBERTY AVE,NA,460,474,471,485,NA,NA,1122,G00001114,LIBERTY AVE
UNDERHILL AVE,UNDERHILL AVE,NA,NA,NA,NA,NA,71,71,1123,G00001115,UNDERHILL AVE
CALYER,CALYER,NA,168,183,158,172,167,168,1126,G00001118,CALYER
DIAMOND,DIAMOND,NA,181,213,172,206,160,160,1127,G00001119,DIAMOND
E 21,KENMORE PL,NA,NA,NA,NA,NA,NA,NA,1129,G00001121,KENMORE PL
DE KALB AVE,DE KALB AVE,NA,915,975,898,958,206,207,1134,G00001126,DE KALB AVE
SHERIDAN AVE,SHERIDAN AVE,NA,1,93,2,94,NA,NA,1135,G00001127,SHERIDAN AVE
VARICK AVE,VARICK AVE,NA,81,95,72,88,174,174,1142,G00001134,VARICK AVE
UNION AVE,UNION AVE,NA,239,259,254,270,126,135,1143,G00001135,UNION AVE
FULTON,FULTON,NA,1713,1755,1754,1790,247,247,1145,G00001137,FULTON
24,24,NA,235,293,258,282,62,NA,1150,G00001142,24
LORIMER,LORIMER,NA,299,317,302,326,136,136,1153,G00001145,LORIMER
MOTHER GASTON BLVD,MOTHER GASTON BLVD,NA,NA,NA,NA,NA,242,242,1160,G00001152,MOTHER GASTON BLVD
PUTNAM AVE,PUTNAM AVE,NA,723,789,730,798,243,243,1161,G00001153,PUTNAM AVE
ROGERS AVE,ROGERS AVE,NA,NA,NA,NA,NA,NA,NA,1165,G00001157,ROGERS AVE
LEXINGTON AVE,LEXINGTON AVE,NA,141,189,124,172,54,55,1169,G00001161,LEXINGTON AVE
MENAHAN,RALPH,NA,31,117,40,108,180,180,1171,G00001163,RALPH
3 AVE,3 AVE,NA,171,189,172,190,79,79,1173,G00001165,3 AVE
MARCY AVE,MARCY AVE,NA,361,379,364,382,218,216,1176,G00001168,MARCY AVE
IRVING AVE,IRVING AVE,NA,157,171,146,164,177,177,1180,G00001172,IRVING AVE
JOHN,JOHN,NA,169,205,178,208,27,27,1181,G00001173,JOHN
ALABAMA AVE,ALABAMA AVE,NA,62,92,63,93,NA,NA,1183,G00001175,ALABAMA AVE
KENT,KENT,NA,221,273,218,276,159,159,1184,G00001176,KENT
7 AVE,7 AVE,NA,785,805,818,836,68,68,1187,G00001179,7 AVE
BARBEY,BARBEY,NA,92,120,91,119,NA,NA,1196,G00001188,BARBEY
MANHATTAN AVE,MANHATTAN AVE,NA,623,655,632,674,155,156,1197,G00001189,MANHATTAN AVE
PLYMOUTH,PLYMOUTH,NA,147,167,156,176,12,12,1199,G00001191,PLYMOUTH
WHIPPLE,WHIPPLE,NA,1,39,2,34,181,181,1200,G00001192,WHIPPLE
SCHENK AVE,SCHENK AVE,NA,NA,NA,NA,NA,NA,NA,1206,G00001198,SCHENK AVE
FULTON,FULTON,NA,1951,1963,1996,2040,250,250,1207,G00001199,FULTON
MAUJER,MAUJER,NA,131,155,122,154,130,130,1208,G00001200,MAUJER
CENTRAL AVE,CENTRAL AVE,NA,527,545,552,570,179,179,1209,G00001201,CENTRAL AVE
SARATOGA AVE,SARATOGA AVE,NA,391,415,388,414,242,242,1210,G00001202,SARATOGA AVE
TROY AVE,TROY AVE,NA,59,73,60,76,241,241,1211,G00001203,TROY AVE
STOCKHOLM,STOCKHOLM,NA,387,429,388,430,177,177,1213,G00001205,STOCKHOLM
TROY AVE,TROY AVE,NA,223,243,232,250,241,241,1214,G00001206,TROY AVE
PROSPECT PL,PROSPECT PL,NA,319,389,320,394,71,71,1215,G00001207,PROSPECT PL
FULTON,FULTON,NA,911,931,860,882,204,204,1220,G00001212,FULTON
CLINTON,CLINTON,NA,427,445,438,458,44,44,1222,G00001214,CLINTON
COLUMBIA,COLUMBIA,NA,23,41,24,44,35,35,1224,G00001216,COLUMBIA
WEST,WEST,NA,127,141,124,142,165,165,1225,G00001217,WEST
EVERGREEN AVE,EVERGREEN AVE,NA,197,215,242,260,177,177,1226,G00001218,EVERGREEN AVE
NORMAN,NORMAN,NA,255,269,252,266,161,162,1230,G00001222,NORMAN
SNYDER AVE,SNYDER AVE,NA,NA,NA,NA,NA,NA,NA,1231,G00001223,SNYDER AVE
VAN SICLEN AVE,VAN SICLEN AVE,NA,186,206,187,207,NA,NA,1232,G00001224,VAN SICLEN AVE
FULTON,FULTON,NA,787,791,718,730,202,202,1234,G00001226,FULTON
HUDSON AVE,HUDSON AVE,NA,61,69,62,70,28,28,1239,G00001231,HUDSON AVE
FRANKLIN AVE,FRANKLIN AVE,NA,663,687,656,684,240,75,1241,G00001233,FRANKLIN AVE
MARCY AVE,MARCY AVE,NA,157,175,160,178,183,183,1242,G00001234,MARCY AVE
DIVISION AVE,DIVISION AVE,NA,161,181,146,158,187,187,1243,G00001235,DIVISION AVE
EMPIRE BLVD,MALBONE,NA,255,335,258,338,240,NA,1245,G00001237,MALBONE
UNION,UNION,NA,1263,1333,1224,1292,239,239,1246,G00001238,UNION
PENN,PENN,NA,103,151,114,166,185,184,1249,G00001241,PENN
WILSON AVE,HAMBURG AVE,NA,11,27,14,30,175,175,1252,G00001244,HAMBURG AVE
WYCKOFF AVE,WYCKOFF AVE,NA,243,261,202,220,180,180,1258,G00001250,WYCKOFF AVE
GELSTON AVE,GELSTON AVE,NA,NA,NA,NA,NA,NA,NA,1260,G00001252,GELSTON AVE
S 3,S 3,NA,1,15,2,24,106,106,1261,G00001253,S 3
VANDERBILT AVE,VANDERBILT AVE,NA,393,471,366,444,205,205,1263,G00001255,VANDERBILT AVE
ALBANY AVE,ALBANY AVE,NA,201,227,200,224,241,241,1266,G00001258,ALBANY AVE
DEVOE,DEVOE,NA,299,345,326,376,173,173,1267,G00001259,DEVOE
WILSON AVE,HAMBURG AVE,NA,NA,NA,220,222,180,180,1268,G00001260,HAMBURG AVE
19,19,NA,241,299,240,298,62,62,1274,G00001266,19
NOSTRAND AVE,NOSTRAND AVE,NA,281,295,312,330,238,238,1275,G00001267,NOSTRAND AVE
PROSPECT PARK SOUTH WEST,PROSPECT PARK SOUTH WEST,NA,NA,NA,548,556,NA,230,1276,G00001268,PROSPECT PARK SOUTH WEST
38,38,NA,NA,NA,NA,NA,NA,NA,1280,G00001272,38
5 AVE,5 AVE,NA,1127,1145,1134,1152,68,68,1283,G00001275,5 AVE
ATLANTIC AVE,ATLANTIC AVE,NA,119,167,110,156,8,35,1285,G00001277,ATLANTIC AVE
SCHNECTADY AVE,SCHNECTADY AVE,NA,57,73,56,72,242,241,1288,G00001280,SCHNECTADY AVE
BAY 20,BAY 20,NA,NA,NA,NA,NA,NA,NA,1292,G00001284,BAY 20
2 AVE,2 AVE,NA,53,67,58,76,225,225,1294,G00001286,2 AVE
RUSSELL,RUSSELL,NA,255,287,254,288,160,160,1295,G00001287,RUSSELL
BEDFORD AVE,BEDFORD AVE,NA,NA,NA,NA,NA,240,240,1296,G00001288,BEDFORD AVE
SCHERMERHORN,SCHERMERHORN,NA,367,373,366,384,15,15,1298,G00001290,SCHERMERHORN
VANDERBILT AVE,VANDERBILT AVE,NA,585,601,552,572,72,71,1299,G00001291,VANDERBILT AVE
FLUSHING AVE,FLUSHING AVE,NA,485,509,484,508,182,214,1301,G00001293,FLUSHING AVE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,283,301,278,296,180,180,1304,G00001296,KNICKERBOCKER AVE
38,38,NA,NA,NA,NA,NA,NA,NA,1308,G00001300,38
CORTELYOU RD,CORTELYOU RD,NA,NA,NA,NA,NA,NA,NA,1314,G00001306,CORTELYOU RD
FULTON,FULTON,NA,701,719,624,642,92,93,1315,G00001307,FULTON
SCHNECTADY AVE,SCHNECTADY AVE,NA,187,211,186,224,242,241,1317,G00001309,SCHNECTADY AVE
AINSLIE,AINSLIE,NA,33,53,34,54,128,128,1318,G00001310,AINSLIE
56,56,NA,329,387,362,430,68,68,1321,G00001313,56
LEWIS AVE,LEWIS AVE,NA,193,207,196,210,244,244,1322,G00001314,LEWIS AVE
BEDFORD AVE,BEDFORD AVE,NA,NA,NA,NA,NA,240,240,1326,G00001318,BEDFORD AVE
45,45,NA,NA,NA,NA,NA,NA,NA,1327,G00001319,45
HARMAN,HARMAN,NA,301,309,302,310,180,180,1328,G00001320,HARMAN
CARROLL,CARROLL,NA,681,739,700,764,224,224,1331,G00001323,CARROLL
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,NA,NA,NA,NA,180,180,1332,G00001324,SAINT NICHOLASS AVE
MANHATTAN AVE,MANHATTAN AVE,NA,237,277,246,286,168,160,1337,G00001329,MANHATTAN AVE
MELROSE,MELROSE,NA,177,237,178,238,175,175,1339,G00001331,MELROSE
21 AVE,21 AVE,NA,NA,NA,NA,NA,NA,NA,1340,G00001332,21 AVE
GRAHAM AVE,GRAHAM AVE,NA,159,175,168,182,144,145,1341,G00001333,GRAHAM AVE
UNION,UNION,NA,735,793,696,752,224,224,1343,G00001335,UNION
SUTTER AVE,UNION AVE,NA,194,208,193,207,NA,NA,1344,G00001336,UNION AVE
IRVING AVE,IRVING AVE,NA,205,219,198,212,180,180,1345,G00001337,IRVING AVE
MADISON,IVY,NA,159,215,174,230,180,179,1348,G00001340,IVY
TOMPKINS AVE,TOMPKINS AVE,NA,113,131,106,124,208,218,1350,G00001342,TOMPKINS AVE
5 AVE,5 AVE,NA,NA,NA,807,814,NA,66,1351,G00001343,5 AVE
STEWART,STEWART,NA,55,93,56,94,179,179,1355,G00001347,STEWART
FLUSHING AVE,FLUSHING AVE,NA,995,1019,966,980,174,175,1360,G00001352,FLUSHING AVE
PIERREPONT,PIERREPONT PIER,NA,93,113,86,102,6,6,1362,G00001354,PIERREPONT PIER
