ED,Name,JoinId,Full_Name,Name1910,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source
990,E  79,G00032063,E  79,NULL,NULL,NA,NA,NA,NA,15696,geo
1034,OCEAN AVE,G00032066,OCEAN AVE,NULL,NULL,201,289,200,290,15697,geo
1037,VILLAGE RD S,G00032067,VILLAGE RD S,NULL,NULL,NA,NA,NA,NA,15698,geo
1033,E  19,G00032068,E  19,NULL,NULL,2701,2803,2702,2804,15699,geo
988,E  98,G00032073,E  98,NULL,NULL,1369,1451,1370,1452,15701,geo
1033,AVE Z,G00032074,AVE Z,NULL,NULL,1701,1725,1702,1724,15702,geo
1034,ORIENTAL,G00032077,ORIENTAL,NULL,NULL,801,899,NA,NA,15703,geo
1008,AVE M,G00032083,AVE M,NULL,NULL,3001,3023,3002,3024,15706,geo
1001,E  37,G00032084,E  37,NULL,NULL,1901,1973,1902,1974,15707,geo
1006,E  15,G00032094,E  15,NULL,NULL,1801,1837,1802,1838,15711,geo
217,FIR PL,G00032095,FIR PL,NULL,NULL,105,129,100,130,15712,geo
438,WYTHE AVE,G00032100,WYTHE AVE,NULL,NULL,747,765,782,800,15714,geo
990,E  56,G00032101,E  56,NULL,NULL,197,253,206,252,15715,geo
990,E  86,G00032125,E  86,NULL,NULL,NA,NA,NA,NA,15723,geo
1015,E  22,G00032147,E  22,NULL,NULL,151,161,154,164,15735,geo
1038,W  11,G00032150,W  11,NULL,NULL,2301,2385,2302,2384,15737,geo
1032,AVE U,G00032160,AVE U,NULL,NULL,NA,NA,NA,NA,15742,geo
411,KINGSLAND AVE,G00032163,KINGLAND AVE,KINGSLAND AVE,NULL,15,27,16,28,15744,geo
276,WYTHE AVE,G00032170,WYTHE AVE,NULL,NULL,61,75,74,88,15749,geo
1008,E  27,G00032189,E  27,NULL,NULL,1201,1285,1202,1286,15755,geo
989,AVE M,G00032196,AVE M,NULL,NULL,NA,NA,NA,NA,15758,geo
809,MC CLANCY PL,G00032216,MC CLANCY PL,NULL,NULL,NA,NA,NA,NA,15768,geo
1000,AVE M,G00032234,AVE M,NULL,NULL,NA,NA,NA,NA,15779,geo
245,RICHARD,G00032240,RICHARD,NULL,NULL,79,93,84,98,15783,geo
407,HUMBOLDT,G00032244,HUMBOLDT,NULL,NULL,499,515,512,530,15786,geo
1406,E  17,G00032248,E  17,NULL,NULL,NA,NA,850,862,15788,geo
997,BKLYN AVE,G00032249,BKLYN AVE,NULL,NULL,1511,1581,1512,1580,15789,geo
664,SAINT JOHNS PL,G00032252,SAINT JOHNS PL,NULL,NULL,1573,1647,1590,1660,15792,geo
999,E  40,G00032260,E  40,NULL,NULL,1351,1379,1354,1380,15796,geo
275,N  FIR ST,G00032274,N  FIR ST,NULL,NULL,1,13,2,14,15802,geo
1029,E  8,G00032277,E  8,NULL,NULL,759,811,760,812,15803,geo
1034,ORIENTAL,G00032293,ORIENTAL,NULL,NULL,NA,NA,1102,1198,15809,geo
995,FARRAGUT RD,G00032308,FARRAGUT RD,NULL,NULL,NA,NA,NA,NA,15813,geo
988,K AVE,G00032313,K AVE,NULL,NULL,NA,NA,NA,NA,15814,geo
1034,HAINGS ST,G00032318,HAINGS ST,NULL,NULL,1,99,2,98,15815,geo
1030,AVE M,G00032319,AVE M,NULL,NULL,901,923,902,920,15816,geo
1006,AVE U,G00032326,AVE U,NULL,NULL,NA,NA,NA,NA,15820,geo
999,K AVE,G00032333,K AVE,NULL,NULL,4201,4223,4202,4224,15823,geo
1043,BCH 43,G00032337,BCH 43,NULL,NULL,4300,4310,4301,4309,15824,geo
1085,FORT HAMILTN PKWY,G00032338,FORT HAMILTN PKWY,NULL,NULL,8501,8515,8502,8516,15825,geo
1099,COLONIAL RD,G00032339,COLONIAL RD,NULL,NULL,NA,NA,NA,NA,15826,geo
1037,AVE Y,G00032352,AVE Y,NULL,NULL,NA,NA,NA,NA,15832,geo
1000,AVE M,G00032367,AVE M,NULL,NULL,5601,5623,5602,5624,15838,geo
1004,AVE W,G00032380,AVE W,NULL,NULL,2001,2021,2002,2020,15843,geo
682,ERLING ST,G00032391,ERLING ST,NULL,NULL,117,205,118,208,15847,geo
1030,E  2,G00032398,E  2,NULL,NULL,1391,1415,1390,1414,15849,geo
1000,E  54,G00032406,E  54,NULL,NULL,1489,1569,1490,1570,15852,geo
1001,E  53,G00032407,E  53,NULL,NULL,1791,1873,1792,1874,15853,geo
1407,AVE W,G00032412,AVE W,NULL,NULL,NA,NA,1202,1214,15857,geo
643,EA PKWY,G00032414,EA PKWY,NULL,NULL,NA,NA,NA,NA,15859,geo
990,E  80,G00032418,E  80,NULL,NULL,NA,NA,NA,NA,15861,geo
984,FLATLAND AVE,G00032423,FLATLAND AVE,NULL,NULL,NA,NA,NA,NA,15865,geo
1007,E  18,G00032431,E  18,NULL,NULL,1511,1603,1512,1602,15868,geo
990,RALPH AVE,G00032435,RALPH AVE,NULL,NULL,NA,NA,NA,NA,15871,geo
1009,AVE M,G00032444,AVE M,NULL,NULL,1301,1323,1302,1324,15876,geo
1030,MAC DONALD AVE,G00032456,MAC DONALD AVE,NULL,NULL,1595,1633,1596,1658,15882,geo
1038,W  13,G00032465,W  13,NULL,NULL,2301,2371,2302,2380,15887,geo
282,WYTHE AVE,G00032471,WYTHE AVE,NULL,NULL,179,197,204,222,15889,geo
1407,E  13,G00032486,E  13,NULL,NULL,2301,2365,2302,2384,15895,geo
990,GLENWOOD RD,G00032488,GLENWOOD RD,NULL,AVE G,8811,8813,8812,8824,15896,geo
1008,E  22,G00032510,E  22,NULL,NULL,1375,1435,1376,1436,15908,geo
1000,AVE N,G00032521,AVE N,NULL,NULL,5101,5123,5102,5124,15912,geo
1000,E  64,G00032530,E  64,NULL,NULL,NA,NA,NA,NA,15918,geo
662,SCHNECTADY AVE,G00032532,SCHNECTADY AVE,NULL,NULL,213,235,226,244,15919,geo
951,SCHNECTADY AVE,G00032543,SCHNECTADY AVE,NULL,NULL,749,797,750,798,15926,geo
248,HALLECK AVE,G00032551,HALLECK AVE,NULL,NULL,187,213,174,200,15930,geo
1004,E  22,G00032565,E  22,NULL,ELMORE,2501,2567,2502,2572,15935,geo
1004,E  28,G00032567,E  28,NULL,NULL,2301,2371,2302,2372,15936,geo
1031,KINGSHIGWY,G00032571,KINGSHIGWY,NULL,NULL,NA,NA,NA,NA,15937,geo
995,E  53,G00032595,E  53,NULL,NULL,NA,NA,NA,NA,15946,geo
812,LOCU ST,G00032610,LOCU ST,NULL,NULL,1,39,2,38,15949,geo
276,N  10,G00032619,N  10,NULL,NULL,47,71,48,72,15951,geo
1033,E  14,G00032625,E  14,NULL,NULL,NA,NA,NA,NA,15955,geo
982,LINDEN BLVD,G00032633,LINDEN BLVD,NULL,NULL,NA,NA,NA,NA,15960,geo
956,E  94,G00032634,E  94,NULL,NULL,177,265,178,266,15961,geo
991,E  53,G00032638,E  53,NULL,NULL,323,375,318,374,15963,geo
1037,AVE Y,G00032639,AVE Y,NULL,NULL,579,623,602,624,15964,geo
998,E  26,G00032649,E  26,NULL,NULL,501,555,NA,NA,15970,geo
477,WARSOFF PL,G00032654,WARSOFF PL,NULL,NULL,1,67,2,66,15972,geo
1008,AVE L,G00032658,AVE L,NULL,NULL,3501,3521,3502,3524,15973,geo
989,E  88,G00032668,E  88,NULL,NULL,1301,1381,1302,1382,15977,geo
1000,E  53,G00032678,E  53,NULL,NULL,1527,1603,1528,1602,15982,geo
1407,E  12,G00032683,E  12,NULL,NULL,2201,2271,NA,NA,15985,geo
990,E  57,G00032690,E  57,NULL,NULL,NA,NA,NA,NA,15989,geo
1031,AVE Q,G00032692,AVE Q,NULL,NULL,801,813,802,814,15990,geo
289,FRO ST,G00032705,FRO ST,NULL,NULL,NA,NA,NA,NA,15994,geo
1407,E  15,G00032706,E  15,NULL,NULL,2401,2459,2402,2460,15995,geo
1047,W  15,G00032711,W  15,NULL,NULL,2801,2888,2802,2889,15997,geo
63,DE GRAW,G00032716,DE GRAW,NULL,NULL,193,215,208,226,16000,geo
1030,E  2,G00032727,E  2,NULL,NULL,1091,1145,1092,1150,16005,geo
1018,E  21,G00032736,E  21,NULL,NULL,351,369,354,372,16008,geo
1009,E  15,G00032737,E  15,NULL,NULL,1281,1299,1284,1300,16009,geo
997,E  38,G00032738,E  38,NULL,NULL,717,745,710,750,16010,geo
1033,AVE Z,G00032766,AVE Z,NULL,NULL,NA,NA,NA,NA,16018,geo
987,E  95,G00032768,E  95,NULL,NULL,NA,NA,NA,NA,16019,geo
1083,COLONIAL RD,G00032770,COLONIAL RD,NULL,NULL,8701,NA,8702,NA,16020,geo
990,FARRAGUT RD,G00032771,FARRAGUT RD,NULL,NULL,NA,NA,NA,NA,16021,geo
1038,AVE U,G00032797,AVE U,NULL,NULL,NA,NA,NA,NA,16035,geo
680,FORD LN,G00032800,FORD LN,NULL,NULL,NA,NA,NA,NA,16036,geo
1088,56,G00032803,56,NULL,NULL,901,975,902,978,16038,geo
1000,SCHNECTADY AVE,G00032807,SCHNECTADY AVE,NULL,NULL,NA,NA,NA,NA,16040,geo
1038,W  3,G00032808,W  3,NULL,NULL,NA,NA,NA,NA,16041,geo
1033,AVE Z,G00032818,AVE Z,NULL,NULL,NA,NA,NA,NA,16045,geo
1008,AVE L,G00032829,AVE L,NULL,NULL,3601,3623,3602,3622,16046,geo
1001,AVE U,G00032834,AVE U,NULL,NULL,NA,NA,NA,NA,16050,geo
1030,E  9,G00032836,E  9,NULL,NULL,915,981,914,982,16052,geo
988,E  101,G00032850,E  101,NULL,NULL,1201,1279,1202,1280,16059,geo
1080,CLARKE,G00032888,99,CLARKE,NULL,401,461,400,462,16076,geo
428,WE ST,G00032889,WE ST,NULL,NULL,NA,NA,NA,NA,16077,geo
1030,E  10,G00032890,E  10,NULL,NULL,1113,1191,1146,1196,16078,geo
1037,E  2,G00032908,E  2,NULL,NULL,NA,NA,NA,NA,16083,geo
1037,AVE V,G00032922,AVE V,NULL,NULL,NA,NA,NA,NA,16090,geo
990,E  55,G00032932,E  55,NULL,NULL,NA,NA,NA,NA,16095,geo
1034,ORIENTAL,G00032940,ORIENTAL,NULL,NULL,1301,1399,NA,NA,16097,geo
801,BRIOL ST,G00032946,BRIOL ST,NULL,NULL,239,289,NA,NA,16100,geo
1018,BEVERLEY RD,G00032960,BEVERLEY RD,NULL,NULL,2001,2021,2002,2022,16105,geo
239,NULL,NULL,NULL,NULL,NULL,223,259,218,260,16111,geo
246,NULL,NULL,NULL,NULL,NULL,1,19,2,18,16113,geo
246,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16115,geo
67,NULL,NULL,NULL,NULL,NULL,2,26,1,NA,16120,geo
239,NULL,NULL,NULL,NULL,NULL,NA,NA,2,10,16126,geo
77,MAN HASSET PL,NULL,NULL,MAN HASSET PL,NULL,NA,NA,NA,NA,16160,geo
232,LAFAYETTE,NULL,NULL,LAFAYETTE,NULL,13,31,16,34,16173,geo
222,EDWARD'S ST,NULL,NULL,EDWARD'S ST,NULL,1,32,NA,NA,16225,geo
1,MCKENNY,G00004853,MCKENNY,NULL,NULL,17,23,16,22,16242,geo
1,MCKENNY,G00004853,MCKENNY,NULL,NULL,1,15,2,14,16243,geo
248,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16245,geo
248,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16246,geo
248,NULL,NULL,NULL,NULL,NULL,365,379,376,396,16248,geo
258,NULL,NULL,NULL,NULL,NULL,335,363,352,374,16252,geo
248,HALLECK AVE,NULL,NULL,HALLECK AVE,NULL,135,185,128,172,16268,geo
257,NULL,NULL,NULL,NULL,NULL,87,129,86,128,16292,geo
249,NULL,NULL,NULL,NULL,NULL,45,85,46,84,16293,geo
245,DELEVAN,G00015179,DELEVAN,NULL,NULL,NA,41,2,42,16341,geo
52,EMMET,NULL,NULL,EMMET,NULL,21,39,20,40,16347,geo
52,EMMET,NULL,NULL,EMMET,NULL,1,19,2,18,16350,geo
58,VERANDA PL,NULL,NULL,VERANDA PL,NULL,41,71,42,72,16351,geo
417,LAGRANGE,NULL,NULL,LAGRANGE,NULL,2,16,1,17,16411,geo
351,97,G00017922,HUMBOLDT,97,NULL,111,100,118,NA,16414,geo
409,SKILLMAN AVE,G00029991,SKILLMAN AVE,NULL,NULL,NA,NA,NA,NA,16431,geo
409,JACKSON,G00019871,JACKSON,NULL,NULL,NA,NA,NA,NA,16434,geo
410,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16435,geo
409,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16437,geo
409,FRO ST,G00023897,FRO ST,NULL,NULL,319,339,320,340,16439,geo
409,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16440,geo
268,GRAND  EXTENSION,NULL,NULL,GRAND  EXTENSION,NULL,NA,NA,NA,NA,16441,geo
266,S 1,NULL,NULL,S 1,NULL,295,323,280,306,16442,geo
442,S  9,G00024064,S  9,NULL,NULL,269,281,256,282,16450,geo
274,S  9,G00024064,S  9,NULL,NULL,233,261,220,262,16452,geo
273,S  9,G00024064,S  9,NULL,NULL,203,231,190,218,16454,geo
273,S  9,G00013321,S  9,NULL,NULL,167,201,154,188,16456,geo
235,BOND,G00007065,BOND,NULL,NULL,NA,NA,NA,NA,16471,geo
996,E 46,NULL,NULL,E 46,NULL,NA,NA,NA,NA,16482,geo
996,E  45,G00006180,E  45,NULL,NULL,NA,NA,NA,NA,16483,geo
996,E  43,G00001287,E  43,NULL,NULL,NA,NA,NA,NA,16486,geo
996,E  42,G00010035,E  42,NULL,NULL,761,809,820,NA,16488,geo
996,PAERDEGAT AVE,NULL,NULL,PAERDEGAT AVE,NULL,NA,NA,NA,NA,16491,geo
995,E  43,G00001287,E  43,NULL,NULL,NA,NA,NA,NA,16494,geo
995,E  45,G00006180,E  45,NULL,NULL,NA,NA,NA,NA,16496,geo
1405,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16498,geo
1405,32,NULL,NULL,32,NULL,NA,NA,NA,NA,16501,geo
434,WYTHE AVE,G00018722,WYTHE AVE,NULL,NULL,687,705,722,740,16504,geo
434,WYTHE AVE,G00013252,WYTHE AVE,NULL,NULL,667,685,698,720,16507,geo
434,WYTHE AVE,G00013252,WYTHE AVE,NULL,NULL,NA,NA,NA,NA,16508,geo
434,NULL,NULL,NULL,NULL,NULL,645,665,676,696,16512,geo
433,NULL,NULL,NULL,NULL,NULL,623,643,656,674,16515,geo
433,NULL,NULL,NULL,NULL,NULL,603,621,640,654,16519,geo
431,WYTHE PL,NULL,NULL,WYTHE PL,NULL,583,601,622,638,16529,geo
271,WYTHE AVE,G00005003,WYTHE AVE,NULL,NULL,491,505,528,542,16531,geo
429,WYTHE AVE,G00005003,WYTHE AVE,NULL,NULL,507,521,544,562,16537,geo
429,BERRY,G00015590,BERRY,NULL,NULL,NA,NA,NA,NA,16541,geo
271,S  11,G00003997,S  11,NULL,NULL,39,67,40,68,16543,geo
267,GRAND  EXTENSION,NULL,NULL,GRAND  EXTENSION,NULL,NA,NA,NA,NA,16562,geo
323,AGG ST,G00032055,AGG ST,NULL,NULL,1,5,2,6,16576,geo
409,GARDNER AVE,G00015816,GARDNER AVE,NULL,NULL,NA,NA,NA,NA,16600,geo
409,GARDNER AVE,G00020464,GARDNER AVE,NULL,NULL,NA,NA,NA,NA,16604,geo
409,VANDERVORT AVE,G00002911,VANDERVORT AVE,NULL,NULL,NA,NA,NA,NA,16617,geo
409,VANDERVORT AVE,G00002911,VANDERVORT AVE,NULL,NULL,NA,NA,NA,NA,16622,geo
1080,WAREHOUSE,NULL,NULL,WAREHOUSE,NULL,NA,NA,NA,NA,16637,geo
1080,CROPSEY AVE,NULL,NULL,CROPSEY AVE,NULL,NA,NA,NA,NA,16640,geo
1080,103,NULL,NULL,103,NULL,NA,NA,NA,NA,16641,geo
1080,SHORE RD,NULL,NULL,SHORE RD,NULL,NA,NA,NA,NA,16650,geo
1080,LEXINGTON AVE,NULL,NULL,LEXINGTON AVE,NULL,587,621,588,622,16651,geo
1078,BAY 4,NULL,NULL,BAY 4,NULL,NA,NA,NA,NA,16661,geo
1078,BAY FIR ST,NULL,NULL,BAY FIR ST,NULL,NA,NA,NA,NA,16672,geo
1078,BAY 4,NULL,NULL,BAY 4,NULL,NA,NA,NA,NA,16676,geo
1078,DELAPLAINE,NULL,NULL,DELAPLAINE,NULL,NA,NA,NA,NA,16678,geo
1078,TWELFTH AVE,NULL,NULL,TWELFTH AVE,NULL,NA,NA,NA,NA,16679,geo
1078,DELAPLAINE,NULL,NULL,DELAPLAINE,NULL,NA,NA,NA,NA,16688,geo
1078,ELEVENTH AVE,NULL,NULL,ELEVENTH AVE,NULL,NA,NA,NA,NA,16692,geo
1078,DELAPLAINE,NULL,NULL,DELAPLAINE,NULL,NA,NA,NA,NA,16695,geo
1080,BATH AVE,NULL,NULL,BATH AVE,NULL,NA,NA,NA,NA,16701,geo
1078,DERUSSEY,NULL,NULL,DERUSSEY,NULL,NA,NA,NA,NA,16706,geo
1078,BAY FIR ST,NULL,NULL,BAY FIR ST,NULL,NA,NA,NA,NA,16708,geo
1078,TWELFTH AVE,NULL,NULL,TWELFTH AVE,NULL,NA,NA,NA,NA,16711,geo
1078,ELEVENTH AVE,NULL,NULL,ELEVENTH AVE,NULL,NA,NA,NA,NA,16713,geo
1078,TWELFTH AVE,NULL,NULL,TWELFTH AVE,NULL,NA,NA,NA,NA,16719,geo
1078,TWELFTH AVE,NULL,NULL,TWELFTH AVE,NULL,NA,NA,NA,NA,16726,geo
1078,GROVE AVE,NULL,NULL,GROVE AVE,NULL,NA,NA,NA,NA,16729,geo
1078,DERUSSEY,NULL,NULL,DERUSSEY,NULL,NA,NA,NA,NA,16730,geo
1078,DELAPLAINE,NULL,NULL,DELAPLAINE,NULL,NA,NA,NA,NA,16732,geo
1078,ELEVENTH AVE,NULL,NULL,ELEVENTH AVE,NULL,NA,NA,NA,NA,16734,geo
1078,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16736,geo
1078,DERUSSEY,NULL,NULL,DERUSSEY,NULL,NA,NA,NA,NA,16737,geo
1078,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16738,geo
1078,DELAPLAINE,NULL,NULL,DELAPLAINE,NULL,NA,NA,NA,NA,16739,geo
1078,83,G00032051,83,NULL,NULL,1301,1383,1302,1370,16742,geo
1078,GROVE AVE,NULL,NULL,GROVE AVE,NULL,NA,NA,NA,NA,16743,geo
1078,CUBNER,NULL,NULL,CUBNER,NULL,NA,NA,NA,NA,16747,geo
1078,GROVE AVE,NULL,NULL,GROVE AVE,NULL,NA,NA,NA,NA,16749,geo
1078,CUBNER,NULL,NULL,CUBNER,NULL,NA,NA,NA,NA,16750,geo
1078,ELEVENTH AVE,NULL,NULL,ELEVENTH AVE,NULL,NA,NA,NA,NA,16754,geo
1078,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16763,geo
1078,DERUSSEY,NULL,NULL,DERUSSEY,NULL,NA,NA,NA,NA,16765,geo
1080,JEFFERSON,G00012042,PARROTT PL,JEFFERSON,NULL,73,125,84,126,16767,geo
1078,ELEVENTH AVE,NULL,NULL,ELEVENTH AVE,NULL,NA,NA,NA,NA,16772,geo
1078,CUBNER,NULL,NULL,CUBNER,NULL,NA,NA,NA,NA,16775,geo
1078,DERUSSEY,NULL,NULL,DERUSSEY,NULL,NA,NA,NA,NA,16778,geo
1078,83,G00026313,83,NULL,NULL,1201,1273,1202,1270,16781,geo
1078,TENTH AVE,NULL,NULL,TENTH AVE,NULL,NA,NA,NA,NA,16782,geo
1078,CUBNER,NULL,NULL,CUBNER,NULL,NA,NA,NA,NA,16788,geo
1080,JEFFERSON,G00021048,PARROTT PL,JEFFERSON,NULL,NA,NA,20,72,16791,geo
1078,TENTH AVE,NULL,NULL,TENTH AVE,NULL,NA,NA,NA,NA,16797,geo
1080,WARREN,G00026453,BATTERY AVE,WARREN,NULL,51,83,54,82,16802,geo
1078,83,G00026817,83,NULL,NULL,1101,1169,1102,1172,16807,geo
1085,TENTH AVE,G00017188,TENTH AVE,NULL,NULL,8501,8523,8502,8524,16811,geo
1080,WARREN,G00025478,BATTERY AVE,WARREN,NULL,NA,NA,NA,NA,16815,geo
1085,TENTH AVE,G00005684,TENTH AVE,NULL,NULL,8401,8423,8402,8422,16819,geo
1085,83,G00019917,83,NULL,NULL,1001,1083,1002,1070,16828,geo
1077,SHARP AVE,NULL,NULL,SHARP AVE,NULL,NA,NA,NA,NA,16832,geo
991,CANARSIE AVE,NULL,NULL,CANARSIE AVE,NULL,NA,NA,NA,NA,16835,geo
991,CANARSIE AVE,NULL,NULL,CANARSIE AVE,NULL,NA,NA,NA,NA,16836,geo
991,CANARSIE AVE,NULL,NULL,CANARSIE AVE,NULL,NA,NA,NA,NA,16837,geo
991,CANARSIE AVE,NULL,NULL,CANARSIE AVE,NULL,NA,NA,NA,NA,16838,geo
991,CANARSIE AVE,NULL,NULL,CANARSIE AVE,NULL,NA,NA,NA,NA,16839,geo
991,CANARSIE AVE,NULL,NULL,CANARSIE AVE,NULL,NA,NA,NA,NA,16840,geo
990,CANARSIE AVE,NULL,NULL,CANARSIE AVE,NULL,NA,NA,NA,NA,16841,geo
991,E  53,G00002129,E  53,NULL,NULL,NA,NA,NA,NA,16843,geo
991,E  49,G00004990,E  49,NULL,NULL,631,659,632,660,16844,geo
991,E  51,G00005136,E  51,NULL,NULL,663,687,656,688,16845,geo
991,E  52,G00014367,E  52,NULL,NULL,619,637,620,638,16846,geo
990,KINGSHIGWY,G00029839,KINGSHIGWY,NULL,NULL,NA,NA,NA,NA,16848,geo
1102,FIR AVE,NULL,NULL,FIR AVE,NULL,NA,NA,NA,NA,16849,geo
404,HUMBOLDT,G00018784,HUMBOLDT,NULL,NULL,517,525,532,554,16860,geo
376,NULL,NULL,NULL,NULL,NULL,215,251,208,242,16863,geo
1076,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16865,geo
1076,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16866,geo
1076,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,16867,geo
1076,NULL,NULL,NULL,NULL,NULL,257,337,260,342,16868,geo
1076,NULL,NULL,NULL,NULL,NULL,245,347,NA,NA,16869,geo
395,KINGLAND AVE,G00012727,KINGLAND AVE,NULL,NULL,327,365,NA,NA,16876,geo
376,NULL,NULL,NULL,NULL,NULL,353,367,342,356,16879,geo
376,NULL,NULL,NULL,NULL,NULL,369,383,358,372,16880,geo
376,NULL,NULL,NULL,NULL,NULL,387,399,374,388,16883,geo
376,KINGLAND AVE,G00012727,KINGLAND AVE,NULL,NULL,NA,NA,NA,NA,16884,geo
376,N  HENRY,G00019474,N  HENRY,NULL,NULL,329,369,332,374,16885,geo
376,KINGLAND AVE,G00012727,KINGLAND AVE,NULL,NULL,NA,NA,NA,NA,16887,geo
395,N  HENRY,G00016198,N  HENRY,NULL,NULL,241,291,244,294,16889,geo
376,N  HENRY,G00016198,N  HENRY,NULL,NULL,NA,NA,NA,NA,16890,geo
376,N  HENRY,G00019474,N  HENRY,NULL,NULL,293,327,296,330,16892,geo
1060,OLD   NORTHWE UTRECHT RD,G00025077,OLD   NORTHWE UTRECHT RD,NULL,NULL,NA,NA,NA,NA,16922,geo
992,CANARSIE AVE,NULL,NULL,CANARSIE AVE,OLD CLOVE RD,NA,NA,NA,NA,16929,geo
992,CANARSIE AVE,NULL,NULL,CANARSIE AVE,OLD CLOVE RD,NA,NA,NA,NA,16930,geo
992,CANARSIE AVE,NULL,NULL,CANARSIE AVE,OLD CLOVE RD,NA,NA,NA,NA,16931,geo
937,CANARSIE AVE,NULL,NULL,CANARSIE AVE,OLD CLOVE RD,NA,NA,NA,NA,16932,geo
937,CANARSIE AVE,NULL,NULL,CANARSIE AVE,OLD CLOVE RD,NA,NA,NA,NA,16933,geo
937,CANARSIE AVE,NULL,NULL,CANARSIE AVE,OLD CLOVE RD,NA,NA,NA,NA,16934,geo
937,LINDEN AVE,G00017217,LINDEN BLVD,LINDEN AVE,NULL,411,411,412,412,16938,geo
46,GREEN LN,NULL,NULL,GREEN LN,NULL,57,77,58,78,16962,geo
45,ALY,NULL,NULL,ALY,NULL,1,15,2,14,16968,geo
44,CATHERINE,NULL,NULL,CATHERINE,NULL,1,29,2,30,16972,geo
44,CORNELL'S ALY,NULL,NULL,CORNELL'S ALY,NULL,1,19,2,20,16975,geo
45,NULL,NULL,NULL,NULL,NULL,27,47,30,48,16979,geo
45,NULL,NULL,NULL,NULL,NULL,83,111,84,112,16984,geo
46,DIXON'S ALY,NULL,NULL,DIXON'S ALY,NULL,1,21,2,22,16987,geo
38,ALY,NULL,NULL,ALY,NULL,1,9,2,10,17030,geo
376,PROVO ST,G00015742,PROVO ST,NULL,NULL,21,41,22,40,17039,geo
376,PROVO ST,G00000871,PROVO ST,NULL,NULL,43,55,42,58,17041,geo
416,AGG ST,G00009248,AGG ST,NULL,NULL,NA,NA,NA,NA,17048,geo
416,AGG ST,G00009248,AGG ST,NULL,NULL,479,517,480,518,17049,geo
416,SENECA AVE,NULL,NULL,SENECA AVE,NULL,NA,NA,NA,NA,17062,geo
416,SENECA AVE,NULL,NULL,SENECA AVE,NULL,NA,NA,NA,NA,17065,geo
416,NULL,NULL,NULL,NULL,NULL,565,597,566,598,17066,geo
416,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,17068,geo
416,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NA,17069,geo
1031,W 13,NULL,NULL,W 13,NULL,1501,1551,1502,1552,17089,geo
12,WILLOUGHBY,G00023997,WILLOUGHBY,NULL,NULL,NA,NA,NA,NA,17113,geo
50,105,G00006847,DUFFIELD,105,NULL,113,106,114,NA,17146,geo
1088,NULL,NULL,NULL,NULL,NULL,5201,5223,5202,5224,17165,geo
225,N ELLIOT PL,NULL,NULL,N ELLIOT PL,NULL,131,151,140,160,17172,geo
83,EUBEN ST,G00002410,EUBEN ST,NULL,NULL,1,53,2,56,17188,geo
1038,LAKE PL,G00008809,LAKE PL,NULL,NULL,NA,NA,NA,NA,17192,geo
1038,VAN SIKLER,G00020547,VAN SIKLER,NULL,NULL,NA,NA,NA,NA,17193,geo
1038,VAN SIKLER,G00020547,VAN SIKLER,NULL,NULL,NA,NA,NA,NA,17194,geo
92,EUBEN ST,NULL,NULL,EUBEN ST,NULL,119,163,118,164,17204,geo
432,WILLIAMSBURG RD,NULL,NULL,WILLIAMSBURG RD,NULL,NA,NA,NA,NA,17213,geo
992,BEVERLEY RD,G00020559,BEVERLEY RD,NULL,NULL,3601,3611,3602,3612,17215,geo
992,CANARSIE AVE,NULL,NULL,CANARSIE AVE,OLD CLOVE RD,NA,NA,NA,NA,17216,geo
98,LAFAYETTE AVE,G00031351,LAFAYETTE AVE,NULL,NULL,291,307,282,284,17221,geo
100,EUBEN ST,NULL,NULL,EUBEN ST,NULL,225,267,224,268,17224,geo
104,TAAFFE PL,NULL,NULL,TAAFFE PL,NULL,259,305,272,312,17228,geo
838,FORRE ST,NULL,NULL,FORRE ST,NULL,71,89,68,96,17232,geo
1037,VILLAGE RD S,NULL,NULL,VILLAGE RD S,NULL,NA,NA,NA,NA,17237,geo
115,1,G00014432,17,1,NULL,121,2,118,NA,17244,geo
126,3 AVE,G00015687,3 AVE,NULL,NULL,NA,NA,NA,NA,17253,geo
126,3 AVE,G00015687,3 AVE,NULL,NULL,739,757,738,754,17256,geo
119,3 AVE,G00018896,3 AVE,NULL,NULL,721,737,720,736,17258,geo
119,3 AVE,G00017291,3 AVE,NULL,NULL,703,719,704,718,17260,geo
